Call Id,Agent,Date,Month,Time,Topic,Answered (Y/N),Resolved,Speed of answer in seconds,AvgTalkDuration,Satisfaction rating
ID0301,Dan,6-Jan-21,Jan,11:38,Payment related,N,N,0,0:00:00,0
ID0302,Joe,6-Jan-21,Jan,11:38,Contract related,Y,Y,110,0:03:54,2
ID0303,Stewart,6-Jan-21,Jan,11:45,Payment related,Y,Y,26,0:03:08,3
ID0304,Greg,6-Jan-21,Jan,11:45,Technical Support,N,N,0,0:00:00,0
ID0305,Joe,6-Jan-21,Jan,12:05,Admin Support,Y,Y,97,0:01:47,3
ID0306,Dan,6-Jan-21,Jan,12:05,Admin Support,Y,N,82,0:05:40,3
ID0307,Becky,6-Jan-21,Jan,12:07,Streaming,Y,N,102,0:05:53,5
ID0308,Jim,6-Jan-21,Jan,12:07,Admin Support,Y,Y,120,0:00:52,5
ID0309,Greg,6-Jan-21,Jan,13:30,Streaming,Y,Y,70,0:05:19,3
ID0310,Diane,6-Jan-21,Jan,13:30,Admin Support,N,N,0,0:00:00,0
ID0311,Stewart,6-Jan-21,Jan,13:58,Payment related,Y,Y,122,0:02:56,3
ID0312,Martha,6-Jan-21,Jan,13:58,Streaming,N,N,0,0:00:00,0
ID0313,Joe,6-Jan-21,Jan,14:03,Payment related,Y,Y,19,0:00:55,1
ID0314,Greg,6-Jan-21,Jan,14:03,Payment related,Y,Y,71,0:02:37,4
ID0315,Joe,6-Jan-21,Jan,14:13,Technical Support,Y,Y,24,0:04:59,1
ID0316,Martha,6-Jan-21,Jan,14:13,Technical Support,Y,Y,67,0:05:36,1
ID0317,Martha,6-Jan-21,Jan,14:32,Streaming,Y,N,57,0:04:14,3
ID0318,Diane,6-Jan-21,Jan,14:32,Streaming,Y,Y,108,0:05:03,4
ID0319,Stewart,6-Jan-21,Jan,14:57,Payment related,Y,Y,99,0:04:08,4
ID0320,Stewart,6-Jan-21,Jan,14:57,Payment related,Y,Y,56,0:04:52,1
ID0321,Stewart,6-Jan-21,Jan,15:02,Payment related,Y,Y,121,0:03:57,3
ID0322,Greg,6-Jan-21,Jan,15:02,Admin Support,N,N,0,0:00:00,0
ID0323,Joe,6-Jan-21,Jan,15:12,Contract related,Y,Y,72,0:06:00,1
ID0324,Greg,6-Jan-21,Jan,15:12,Contract related,Y,Y,54,0:06:15,4
ID0325,Martha,6-Jan-21,Jan,16:17,Admin Support,Y,Y,30,0:04:36,3
ID0326,Jim,6-Jan-21,Jan,16:17,Payment related,Y,Y,44,0:01:04,2
ID0327,Greg,6-Jan-21,Jan,16:22,Payment related,Y,N,97,0:01:58,4
ID0328,Jim,6-Jan-21,Jan,16:22,Streaming,Y,Y,47,0:01:49,3
ID0329,Dan,6-Jan-21,Jan,16:27,Streaming,Y,Y,53,0:01:43,3
ID0330,Dan,6-Jan-21,Jan,16:27,Contract related,N,N,0,0:00:00,0
ID0331,Martha,6-Jan-21,Jan,16:35,Payment related,N,N,0,0:00:00,0
ID0332,Jim,6-Jan-21,Jan,16:35,Streaming,N,N,0,0:00:00,0
ID0333,Stewart,6-Jan-21,Jan,16:39,Admin Support,Y,Y,81,0:03:45,3
ID0334,Diane,6-Jan-21,Jan,16:39,Contract related,Y,Y,11,0:00:34,4
ID0335,Martha,6-Jan-21,Jan,17:00,Payment related,Y,Y,48,0:00:53,5
ID0336,Stewart,6-Jan-21,Jan,17:00,Contract related,Y,Y,37,0:06:54,5
ID0337,Martha,6-Jan-21,Jan,17:19,Technical Support,Y,Y,115,0:02:34,4
ID0338,Greg,6-Jan-21,Jan,17:19,Payment related,Y,Y,81,0:00:53,4
ID0339,Becky,6-Jan-21,Jan,17:21,Contract related,N,N,0,0:00:00,0
ID0340,Jim,6-Jan-21,Jan,17:21,Admin Support,Y,Y,12,0:03:12,5
ID0341,Stewart,6-Jan-21,Jan,17:22,Admin Support,Y,Y,75,0:02:51,3
ID0342,Jim,6-Jan-21,Jan,17:22,Contract related,Y,Y,42,0:01:17,4
ID0343,Greg,6-Jan-21,Jan,17:24,Admin Support,Y,Y,96,0:01:45,5
ID0344,Stewart,6-Jan-21,Jan,17:24,Payment related,Y,Y,58,0:01:51,5
ID0345,Dan,7-Jan-21,Jan,9:04,Contract related,Y,Y,62,0:05:16,5
ID0346,Greg,7-Jan-21,Jan,9:04,Payment related,Y,Y,74,0:02:10,5
ID0347,Becky,7-Jan-21,Jan,9:07,Technical Support,Y,Y,26,0:01:10,3
ID0348,Diane,7-Jan-21,Jan,9:07,Technical Support,N,N,0,0:00:00,0
ID0349,Joe,7-Jan-21,Jan,9:20,Technical Support,Y,Y,40,0:05:08,2
ID0350,Joe,7-Jan-21,Jan,9:20,Streaming,Y,Y,12,0:04:54,3
ID0351,Joe,7-Jan-21,Jan,10:14,Contract related,Y,Y,114,0:03:41,5
ID0352,Becky,7-Jan-21,Jan,10:14,Contract related,Y,Y,85,0:03:29,4
ID0353,Diane,7-Jan-21,Jan,10:23,Admin Support,Y,Y,52,0:01:55,5
ID0354,Greg,7-Jan-21,Jan,10:23,Streaming,Y,Y,60,0:04:18,3
ID0355,Joe,7-Jan-21,Jan,10:33,Admin Support,Y,Y,76,0:05:07,4
ID0356,Stewart,7-Jan-21,Jan,10:33,Contract related,N,N,0,0:00:00,0
ID0357,Becky,7-Jan-21,Jan,10:48,Streaming,N,N,0,0:00:00,0
ID0358,Joe,7-Jan-21,Jan,10:48,Streaming,Y,Y,25,0:01:20,5
ID0359,Greg,7-Jan-21,Jan,11:36,Streaming,Y,Y,37,0:02:32,3
ID0360,Dan,7-Jan-21,Jan,11:36,Admin Support,Y,Y,71,0:05:41,3
ID0361,Jim,7-Jan-21,Jan,11:42,Admin Support,Y,Y,76,0:04:37,1
ID0362,Stewart,7-Jan-21,Jan,11:42,Technical Support,Y,Y,66,0:06:50,3
ID0363,Diane,7-Jan-21,Jan,11:47,Admin Support,Y,Y,72,0:03:25,3
ID0364,Jim,7-Jan-21,Jan,11:47,Admin Support,Y,Y,47,0:06:37,5
ID0365,Jim,7-Jan-21,Jan,12:08,Payment related,N,N,0,0:00:00,0
ID0366,Greg,7-Jan-21,Jan,12:08,Payment related,Y,Y,29,0:02:51,5
ID0367,Dan,7-Jan-21,Jan,12:36,Streaming,N,N,0,0:00:00,0
ID0368,Becky,7-Jan-21,Jan,12:36,Contract related,Y,Y,122,0:01:40,4
ID0369,Greg,7-Jan-21,Jan,12:48,Technical Support,Y,Y,52,0:04:06,5
ID0370,Martha,7-Jan-21,Jan,12:48,Admin Support,Y,Y,33,0:04:26,4
ID0371,Joe,7-Jan-21,Jan,13:26,Payment related,Y,Y,123,0:02:24,3
ID0372,Greg,7-Jan-21,Jan,13:26,Technical Support,Y,Y,23,0:02:03,4
ID0373,Becky,7-Jan-21,Jan,13:30,Streaming,N,N,0,0:00:00,0
ID0374,Stewart,7-Jan-21,Jan,13:30,Admin Support,Y,N,29,0:03:25,5
ID0375,Greg,7-Jan-21,Jan,13:42,Contract related,N,N,0,0:00:00,0
ID0376,Becky,7-Jan-21,Jan,13:42,Streaming,Y,Y,54,0:03:48,5
ID0377,Dan,7-Jan-21,Jan,13:45,Streaming,Y,Y,14,0:04:43,4
ID0378,Dan,7-Jan-21,Jan,13:45,Payment related,Y,Y,11,0:04:25,3
ID0379,Joe,7-Jan-21,Jan,14:31,Payment related,Y,Y,84,0:04:59,1
ID0380,Martha,7-Jan-21,Jan,14:31,Payment related,Y,Y,21,0:02:51,4
ID0381,Martha,7-Jan-21,Jan,15:53,Technical Support,Y,N,81,0:05:10,3
ID0382,Dan,7-Jan-21,Jan,15:53,Payment related,N,N,0,0:00:00,0
ID0383,Diane,7-Jan-21,Jan,16:07,Admin Support,N,N,0,0:00:00,0
ID0384,Stewart,7-Jan-21,Jan,16:07,Technical Support,Y,Y,84,0:06:22,4
ID0385,Martha,7-Jan-21,Jan,16:29,Streaming,Y,Y,118,0:03:35,2
ID0386,Becky,7-Jan-21,Jan,16:29,Technical Support,Y,Y,35,0:06:15,2
ID0387,Dan,7-Jan-21,Jan,16:40,Payment related,Y,Y,82,0:02:13,3
ID0388,Jim,7-Jan-21,Jan,16:40,Streaming,Y,Y,119,0:03:03,4
ID0389,Jim,7-Jan-21,Jan,17:03,Contract related,Y,Y,107,0:06:46,2
ID0390,Joe,7-Jan-21,Jan,17:03,Contract related,Y,Y,86,0:00:42,4
ID0391,Diane,7-Jan-21,Jan,17:39,Streaming,Y,Y,76,0:01:23,4
ID0392,Stewart,7-Jan-21,Jan,17:39,Streaming,Y,N,78,0:03:07,3
ID0393,Jim,7-Jan-21,Jan,17:47,Admin Support,Y,Y,118,0:00:33,3
ID0394,Diane,7-Jan-21,Jan,17:47,Technical Support,N,N,0,0:00:00,0
ID0395,Joe,7-Jan-21,Jan,17:48,Admin Support,Y,Y,47,0:02:02,5
ID0396,Diane,7-Jan-21,Jan,17:48,Admin Support,Y,Y,86,0:02:58,2
ID0397,Greg,7-Jan-21,Jan,17:55,Technical Support,Y,Y,76,0:05:52,3
ID0398,Jim,7-Jan-21,Jan,17:55,Payment related,Y,Y,32,0:03:23,4
ID0399,Joe,8-Jan-21,Jan,9:00,Admin Support,Y,Y,98,0:03:33,5
ID0400,Jim,8-Jan-21,Jan,9:00,Technical Support,Y,Y,86,0:00:37,4
ID0401,Diane,8-Jan-21,Jan,9:24,Technical Support,Y,Y,37,0:01:05,3
ID0402,Greg,8-Jan-21,Jan,9:24,Admin Support,Y,Y,15,0:04:27,5
ID0403,Diane,8-Jan-21,Jan,9:47,Contract related,Y,Y,114,0:04:13,5
ID0404,Stewart,8-Jan-21,Jan,9:47,Payment related,N,N,0,0:00:00,0
ID0405,Jim,8-Jan-21,Jan,9:59,Technical Support,N,N,0,0:00:00,0
ID0406,Martha,8-Jan-21,Jan,9:59,Streaming,N,N,0,0:00:00,0
ID0407,Martha,8-Jan-21,Jan,10:42,Streaming,Y,N,23,0:02:16,3
ID0408,Dan,8-Jan-21,Jan,10:42,Payment related,N,N,0,0:00:00,0
ID0409,Joe,8-Jan-21,Jan,10:49,Admin Support,Y,Y,69,0:05:41,3
ID0410,Stewart,8-Jan-21,Jan,10:49,Contract related,Y,Y,15,0:06:10,4
ID0411,Becky,8-Jan-21,Jan,10:49,Technical Support,Y,Y,119,0:05:28,3
ID0412,Becky,8-Jan-21,Jan,10:49,Streaming,Y,Y,68,0:05:17,1
ID0413,Diane,8-Jan-21,Jan,11:00,Contract related,Y,Y,115,0:06:10,3
ID0414,Joe,8-Jan-21,Jan,11:00,Contract related,Y,Y,84,0:01:11,5
ID0415,Dan,8-Jan-21,Jan,11:16,Contract related,Y,N,59,0:01:17,4
ID0416,Diane,8-Jan-21,Jan,11:16,Technical Support,Y,N,112,0:03:34,4
ID0417,Dan,8-Jan-21,Jan,11:16,Contract related,N,N,0,0:00:00,0
ID0418,Dan,8-Jan-21,Jan,11:16,Admin Support,Y,Y,39,0:04:51,3
ID0419,Jim,8-Jan-21,Jan,12:12,Streaming,Y,Y,31,0:06:35,5
ID0420,Dan,8-Jan-21,Jan,12:12,Streaming,Y,Y,112,0:03:41,2
ID0421,Greg,8-Jan-21,Jan,12:14,Streaming,Y,Y,49,0:02:25,4
ID0422,Greg,8-Jan-21,Jan,12:14,Technical Support,Y,Y,18,0:06:38,3
ID0423,Stewart,8-Jan-21,Jan,12:38,Technical Support,Y,Y,80,0:02:43,4
ID0424,Dan,8-Jan-21,Jan,12:38,Admin Support,Y,Y,57,0:02:33,3
ID0425,Stewart,8-Jan-21,Jan,12:48,Contract related,N,N,0,0:00:00,0
ID0426,Diane,8-Jan-21,Jan,12:48,Contract related,Y,N,87,0:06:18,4
ID0427,Diane,8-Jan-21,Jan,13:10,Payment related,N,N,0,0:00:00,0
ID0428,Greg,8-Jan-21,Jan,13:10,Streaming,Y,Y,81,0:05:56,3
ID0429,Joe,8-Jan-21,Jan,13:10,Technical Support,N,N,0,0:00:00,0
ID0430,Jim,8-Jan-21,Jan,13:10,Streaming,Y,Y,47,0:02:11,5
ID0431,Joe,8-Jan-21,Jan,13:17,Streaming,Y,Y,57,0:06:15,4
ID0432,Becky,8-Jan-21,Jan,13:17,Payment related,N,N,0,0:00:00,0
ID0433,Joe,8-Jan-21,Jan,13:43,Contract related,Y,Y,104,0:03:55,4
ID0434,Becky,8-Jan-21,Jan,13:43,Admin Support,Y,Y,16,0:05:46,3
ID0435,Greg,8-Jan-21,Jan,15:37,Streaming,Y,Y,37,0:04:13,4
ID0436,Diane,8-Jan-21,Jan,15:37,Admin Support,N,N,0,0:00:00,0
ID0437,Stewart,8-Jan-21,Jan,15:43,Technical Support,Y,Y,61,0:02:06,4
ID0438,Stewart,8-Jan-21,Jan,15:43,Admin Support,Y,N,41,0:03:10,4
ID0439,Diane,8-Jan-21,Jan,15:53,Streaming,Y,Y,40,0:01:21,4
ID0440,Diane,8-Jan-21,Jan,15:53,Admin Support,Y,Y,55,0:05:21,2
ID0441,Greg,8-Jan-21,Jan,15:54,Admin Support,Y,Y,92,0:00:53,3
ID0442,Dan,8-Jan-21,Jan,15:54,Contract related,Y,Y,118,0:01:38,5
ID0443,Dan,8-Jan-21,Jan,16:37,Streaming,Y,Y,82,0:05:43,3
ID0444,Dan,8-Jan-21,Jan,16:37,Streaming,Y,Y,83,0:01:20,3
ID0445,Jim,8-Jan-21,Jan,18:00,Payment related,Y,Y,78,0:05:13,2
ID0446,Diane,8-Jan-21,Jan,18:00,Payment related,Y,N,111,0:05:14,5
ID0447,Jim,9-Jan-21,Jan,9:07,Contract related,Y,Y,107,0:05:22,4
ID0448,Martha,9-Jan-21,Jan,9:07,Streaming,Y,Y,108,0:04:03,2
ID0449,Greg,9-Jan-21,Jan,9:24,Payment related,Y,Y,97,0:02:39,5
ID0450,Dan,9-Jan-21,Jan,9:24,Streaming,Y,Y,31,0:06:20,5
ID0451,Martha,9-Jan-21,Jan,9:34,Payment related,Y,Y,20,0:01:49,4
ID0452,Jim,9-Jan-21,Jan,9:34,Admin Support,Y,Y,110,0:06:53,3
ID0453,Dan,9-Jan-21,Jan,10:22,Technical Support,Y,Y,86,0:05:02,5
ID0454,Becky,9-Jan-21,Jan,10:22,Streaming,Y,Y,77,0:02:11,4
ID0455,Diane,9-Jan-21,Jan,10:29,Streaming,Y,Y,119,0:06:47,3
ID0456,Martha,9-Jan-21,Jan,10:29,Admin Support,N,N,0,0:00:00,0
ID0457,Jim,9-Jan-21,Jan,10:32,Technical Support,Y,Y,13,0:03:06,3
ID0458,Stewart,9-Jan-21,Jan,10:32,Payment related,Y,Y,106,0:02:27,5
ID0459,Joe,9-Jan-21,Jan,10:58,Payment related,Y,Y,35,0:05:25,3
ID0460,Martha,9-Jan-21,Jan,10:58,Contract related,Y,N,46,0:05:23,3
ID0461,Stewart,9-Jan-21,Jan,11:05,Admin Support,Y,N,24,0:06:15,3
ID0462,Stewart,9-Jan-21,Jan,11:05,Streaming,Y,Y,88,0:06:33,5
ID0463,Joe,9-Jan-21,Jan,11:11,Admin Support,Y,Y,81,0:02:42,3
ID0464,Jim,9-Jan-21,Jan,11:11,Payment related,Y,Y,96,0:04:33,3
ID0465,Becky,9-Jan-21,Jan,11:16,Admin Support,Y,Y,46,0:06:05,3
ID0466,Dan,9-Jan-21,Jan,11:16,Contract related,Y,Y,25,0:01:40,4
ID0467,Stewart,9-Jan-21,Jan,11:25,Admin Support,Y,Y,81,0:02:07,4
ID0468,Dan,9-Jan-21,Jan,11:25,Payment related,N,N,0,0:00:00,0
ID0469,Dan,9-Jan-21,Jan,11:48,Technical Support,Y,Y,97,0:06:50,1
ID0470,Martha,9-Jan-21,Jan,11:48,Technical Support,Y,Y,116,0:03:16,5
ID0471,Joe,9-Jan-21,Jan,11:48,Payment related,N,N,0,0:00:00,0
ID0472,Dan,9-Jan-21,Jan,11:48,Admin Support,N,N,0,0:00:00,0
ID0473,Becky,9-Jan-21,Jan,11:48,Payment related,Y,Y,87,0:05:45,5
ID0474,Dan,9-Jan-21,Jan,11:48,Technical Support,Y,Y,43,0:00:35,4
ID0475,Greg,9-Jan-21,Jan,11:55,Contract related,Y,Y,102,0:04:48,3
ID0476,Dan,9-Jan-21,Jan,11:55,Payment related,Y,Y,95,0:05:49,5
ID0477,Dan,9-Jan-21,Jan,12:31,Technical Support,Y,Y,108,0:04:45,3
ID0478,Dan,9-Jan-21,Jan,12:31,Admin Support,Y,Y,80,0:02:11,4
ID0479,Diane,9-Jan-21,Jan,12:33,Payment related,Y,Y,61,0:00:36,5
ID0480,Greg,9-Jan-21,Jan,12:33,Contract related,Y,Y,18,0:05:05,5
ID0481,Joe,9-Jan-21,Jan,12:40,Payment related,N,N,0,0:00:00,0
ID0482,Becky,9-Jan-21,Jan,12:40,Admin Support,Y,N,10,0:00:54,4
ID0483,Diane,9-Jan-21,Jan,12:50,Payment related,Y,Y,92,0:02:25,3
ID0484,Jim,9-Jan-21,Jan,12:50,Technical Support,N,N,0,0:00:00,0
ID0485,Becky,9-Jan-21,Jan,13:03,Contract related,Y,Y,120,0:04:28,1
ID0486,Dan,9-Jan-21,Jan,13:03,Technical Support,Y,Y,63,0:04:59,3
ID0487,Becky,9-Jan-21,Jan,13:39,Streaming,N,N,0,0:00:00,0
ID0488,Joe,9-Jan-21,Jan,13:39,Streaming,Y,Y,101,0:05:30,3
ID0489,Joe,9-Jan-21,Jan,13:59,Payment related,Y,Y,105,0:01:20,1
ID0490,Joe,9-Jan-21,Jan,13:59,Contract related,Y,Y,21,0:01:38,4
ID0491,Joe,9-Jan-21,Jan,14:12,Payment related,Y,Y,34,0:05:10,4
ID0492,Stewart,9-Jan-21,Jan,14:12,Technical Support,Y,Y,78,0:03:25,1
ID0493,Diane,9-Jan-21,Jan,14:19,Streaming,Y,Y,44,0:02:54,3
ID0494,Joe,9-Jan-21,Jan,14:19,Admin Support,Y,Y,98,0:01:43,1
ID0495,Martha,9-Jan-21,Jan,14:51,Payment related,Y,Y,23,0:03:23,1
ID0496,Stewart,9-Jan-21,Jan,14:51,Admin Support,Y,Y,28,0:06:20,3
ID0497,Joe,9-Jan-21,Jan,15:43,Technical Support,N,N,0,0:00:00,0
ID0498,Martha,9-Jan-21,Jan,15:43,Admin Support,Y,Y,43,0:01:03,5
ID0499,Stewart,9-Jan-21,Jan,16:58,Streaming,N,N,0,0:00:00,0
ID0500,Martha,9-Jan-21,Jan,16:58,Contract related,N,N,0,0:00:00,0
ID0501,Diane,9-Jan-21,Jan,17:05,Payment related,Y,Y,119,0:00:50,4
ID0502,Dan,9-Jan-21,Jan,17:05,Payment related,Y,Y,32,0:02:54,5
ID0503,Greg,9-Jan-21,Jan,17:21,Streaming,Y,N,50,0:04:17,3
ID0504,Jim,9-Jan-21,Jan,17:21,Admin Support,N,N,0,0:00:00,0
ID0505,Joe,9-Jan-21,Jan,17:22,Payment related,Y,Y,35,0:04:46,4
ID0506,Jim,9-Jan-21,Jan,17:22,Contract related,Y,Y,27,0:02:43,3
ID0507,Stewart,9-Jan-21,Jan,17:24,Streaming,Y,Y,121,0:03:20,4
ID0508,Becky,9-Jan-21,Jan,17:24,Streaming,Y,Y,42,0:06:58,2
ID0509,Greg,9-Jan-21,Jan,17:28,Technical Support,N,N,0,0:00:00,0
ID0510,Dan,9-Jan-21,Jan,17:28,Technical Support,N,N,0,0:00:00,0
ID0511,Greg,9-Jan-21,Jan,17:32,Payment related,Y,Y,107,0:01:05,5
ID0512,Martha,9-Jan-21,Jan,17:32,Streaming,Y,Y,116,0:03:31,4
ID0513,Dan,9-Jan-21,Jan,17:42,Technical Support,Y,N,60,0:02:06,3
ID0514,Jim,9-Jan-21,Jan,17:42,Payment related,Y,Y,116,0:04:38,4
ID0515,Stewart,10-Jan-21,Jan,9:00,Payment related,Y,Y,19,0:06:11,5
ID0516,Martha,10-Jan-21,Jan,9:00,Contract related,Y,Y,75,0:05:50,3
ID0517,Becky,10-Jan-21,Jan,9:08,Admin Support,Y,Y,23,0:00:48,3
ID0518,Diane,10-Jan-21,Jan,9:08,Technical Support,Y,Y,69,0:03:53,3
ID0519,Jim,10-Jan-21,Jan,10:06,Streaming,Y,Y,64,0:04:23,5
ID0520,Martha,10-Jan-21,Jan,10:06,Streaming,Y,Y,117,0:03:23,3
ID0521,Jim,10-Jan-21,Jan,10:35,Streaming,Y,Y,12,0:06:34,4
ID0522,Diane,10-Jan-21,Jan,10:35,Admin Support,Y,Y,102,0:02:38,4
ID0523,Dan,10-Jan-21,Jan,11:11,Technical Support,Y,Y,46,0:06:32,4
ID0524,Martha,10-Jan-21,Jan,11:11,Streaming,Y,N,47,0:01:27,4
ID0525,Dan,10-Jan-21,Jan,11:18,Streaming,Y,Y,98,0:02:23,4
ID0526,Jim,10-Jan-21,Jan,11:18,Contract related,Y,Y,84,0:04:17,4
ID0527,Greg,10-Jan-21,Jan,11:29,Streaming,Y,Y,12,0:02:13,3
ID0528,Greg,10-Jan-21,Jan,11:29,Payment related,Y,Y,88,0:03:26,4
ID0529,Stewart,10-Jan-21,Jan,11:31,Contract related,Y,Y,97,0:05:53,1
ID0530,Joe,10-Jan-21,Jan,11:31,Admin Support,Y,Y,51,0:05:56,3
ID0531,Becky,10-Jan-21,Jan,11:47,Admin Support,N,N,0,0:00:00,0
ID0532,Dan,10-Jan-21,Jan,11:47,Streaming,Y,Y,106,0:02:37,4
ID0533,Diane,10-Jan-21,Jan,12:27,Admin Support,Y,Y,34,0:03:52,4
ID0534,Stewart,10-Jan-21,Jan,12:27,Streaming,N,N,0,0:00:00,0
ID0535,Dan,10-Jan-21,Jan,12:33,Technical Support,Y,Y,51,0:05:33,3
ID0536,Greg,10-Jan-21,Jan,12:33,Technical Support,Y,Y,74,0:04:54,4
ID0537,Greg,10-Jan-21,Jan,12:56,Contract related,Y,Y,29,0:01:16,3
ID0538,Martha,10-Jan-21,Jan,12:56,Admin Support,Y,Y,123,0:06:15,3
ID0539,Becky,10-Jan-21,Jan,13:13,Contract related,Y,Y,100,0:00:41,4
ID0540,Dan,10-Jan-21,Jan,13:13,Streaming,Y,Y,43,0:06:53,3
ID0541,Becky,10-Jan-21,Jan,13:48,Technical Support,Y,Y,24,0:04:29,4
ID0542,Jim,10-Jan-21,Jan,13:48,Streaming,Y,Y,78,0:06:14,4
ID0543,Joe,10-Jan-21,Jan,13:52,Payment related,Y,Y,28,0:06:07,5
ID0544,Joe,10-Jan-21,Jan,13:52,Admin Support,Y,Y,36,0:01:28,3
ID0545,Joe,10-Jan-21,Jan,14:09,Payment related,N,N,0,0:00:00,0
ID0546,Jim,10-Jan-21,Jan,14:09,Payment related,Y,Y,10,0:04:32,2
ID0547,Dan,10-Jan-21,Jan,14:16,Streaming,Y,Y,43,0:06:42,3
ID0548,Stewart,10-Jan-21,Jan,14:16,Technical Support,Y,Y,19,0:00:38,3
ID0549,Diane,10-Jan-21,Jan,14:25,Admin Support,Y,Y,74,0:06:34,3
ID0550,Jim,10-Jan-21,Jan,14:25,Streaming,Y,Y,71,0:04:05,1
ID0551,Joe,10-Jan-21,Jan,14:32,Admin Support,Y,Y,117,0:06:16,5
ID0552,Joe,10-Jan-21,Jan,14:32,Contract related,Y,Y,61,0:05:01,3
ID0553,Joe,10-Jan-21,Jan,14:58,Contract related,Y,Y,118,0:03:20,3
ID0554,Martha,10-Jan-21,Jan,14:58,Admin Support,Y,Y,87,0:04:18,4
ID0555,Diane,10-Jan-21,Jan,15:56,Payment related,Y,Y,48,0:01:06,4
ID0556,Joe,10-Jan-21,Jan,15:56,Contract related,Y,Y,112,0:02:14,1
ID0557,Stewart,10-Jan-21,Jan,16:00,Contract related,Y,Y,99,0:02:44,5
ID0558,Becky,10-Jan-21,Jan,16:00,Technical Support,Y,Y,103,0:02:56,4
ID0559,Joe,10-Jan-21,Jan,16:37,Payment related,Y,Y,102,0:00:38,5
ID0560,Joe,10-Jan-21,Jan,16:37,Payment related,Y,Y,74,0:06:56,5
ID0561,Greg,10-Jan-21,Jan,16:37,Payment related,Y,Y,28,0:01:29,1
ID0562,Joe,10-Jan-21,Jan,16:37,Contract related,Y,Y,64,0:02:33,4
ID0563,Diane,10-Jan-21,Jan,16:42,Contract related,N,N,0,0:00:00,0
ID0564,Becky,10-Jan-21,Jan,16:42,Payment related,Y,Y,81,0:06:36,4
ID0565,Becky,10-Jan-21,Jan,16:58,Streaming,Y,Y,121,0:01:04,3
ID0566,Joe,10-Jan-21,Jan,16:58,Technical Support,Y,Y,117,0:02:51,4
ID0567,Diane,10-Jan-21,Jan,17:24,Payment related,Y,Y,55,0:04:14,4
ID0568,Stewart,10-Jan-21,Jan,17:24,Technical Support,N,N,0,0:00:00,0
ID0569,Becky,10-Jan-21,Jan,17:25,Streaming,Y,Y,79,0:02:30,3
ID0570,Martha,10-Jan-21,Jan,17:25,Technical Support,Y,Y,120,0:02:09,1
ID0571,Stewart,10-Jan-21,Jan,17:31,Contract related,Y,Y,50,0:02:41,2
ID0572,Martha,10-Jan-21,Jan,17:31,Admin Support,Y,N,15,0:03:03,1
ID0573,Dan,10-Jan-21,Jan,17:35,Streaming,Y,Y,10,0:04:58,3
ID0574,Greg,10-Jan-21,Jan,17:35,Technical Support,Y,Y,110,0:04:14,3
ID0575,Greg,10-Jan-21,Jan,17:39,Payment related,Y,Y,69,0:00:47,3
ID0576,Jim,10-Jan-21,Jan,17:39,Contract related,Y,N,122,0:02:48,1
ID0577,Diane,10-Jan-21,Jan,17:48,Contract related,Y,Y,47,0:00:58,3
ID0578,Greg,10-Jan-21,Jan,17:48,Technical Support,Y,N,124,0:06:46,5
ID0579,Martha,11-Jan-21,Jan,9:30,Streaming,Y,Y,92,0:02:01,3
ID0580,Becky,11-Jan-21,Jan,9:30,Payment related,Y,Y,110,0:05:32,2
ID0581,Stewart,11-Jan-21,Jan,9:37,Streaming,Y,Y,84,0:02:25,4
ID0582,Stewart,11-Jan-21,Jan,9:37,Admin Support,N,N,0,0:00:00,0
ID0583,Diane,11-Jan-21,Jan,9:38,Admin Support,Y,Y,81,0:04:21,5
ID0584,Greg,11-Jan-21,Jan,9:38,Payment related,Y,Y,116,0:02:09,4
ID0585,Diane,11-Jan-21,Jan,9:38,Payment related,N,N,0,0:00:00,0
ID0586,Joe,11-Jan-21,Jan,9:38,Streaming,Y,Y,63,0:04:09,3
ID0587,Dan,11-Jan-21,Jan,9:48,Streaming,N,N,0,0:00:00,0
ID0588,Joe,11-Jan-21,Jan,9:48,Streaming,Y,Y,30,0:04:31,3
ID0589,Diane,11-Jan-21,Jan,10:04,Admin Support,Y,Y,22,0:05:42,3
ID0590,Stewart,11-Jan-21,Jan,10:04,Technical Support,Y,Y,31,0:05:20,3
ID0591,Diane,11-Jan-21,Jan,10:13,Payment related,Y,Y,47,0:02:32,3
ID0592,Dan,11-Jan-21,Jan,10:13,Technical Support,Y,Y,88,0:04:34,3
ID0593,Martha,11-Jan-21,Jan,10:20,Streaming,Y,Y,106,0:03:39,4
ID0594,Diane,11-Jan-21,Jan,10:20,Payment related,Y,Y,70,0:01:27,5
ID0595,Martha,11-Jan-21,Jan,10:26,Payment related,Y,Y,77,0:05:37,3
ID0596,Joe,11-Jan-21,Jan,10:26,Streaming,Y,Y,82,0:06:41,3
ID0597,Greg,11-Jan-21,Jan,10:32,Contract related,Y,Y,84,0:04:45,3
ID0598,Martha,11-Jan-21,Jan,10:32,Technical Support,Y,Y,50,0:06:06,4
ID0599,Martha,11-Jan-21,Jan,11:05,Admin Support,N,N,0,0:00:00,0
ID0600,Becky,11-Jan-21,Jan,11:05,Contract related,Y,Y,73,0:00:45,3
ID0601,Greg,11-Jan-21,Jan,11:28,Contract related,Y,Y,79,0:05:24,3
ID0602,Dan,11-Jan-21,Jan,11:28,Contract related,Y,Y,124,0:03:58,5
